,0
holocaust tattoo,0.3529999432073103
steal actually,0.3529999432073103
tattoo vaccine,0.3529999432073103
work flawlessly,0.3529773504917941
sit covid,0.3529773504917941
scan point,0.3529773504917941
point chat,0.3529773504917941
chat digital,0.3529773504917941
certificate work,0.3529773504917941
risk indoor,0.35264019766575744
visit high,0.35264019766575744
require visit,0.35264019766575744
photo require,0.35264019766575744
vaccination photo,0.35264019766575744
indoor public,0.35264019766575744
travel event,0.35255678618157626
event laugh,0.35255678618157626
loud laugh,0.35255678618157626
come travel,0.35255678618157626
minority hold,0.3525019990540605
event sound,0.3525019990540605
mean minority,0.3525019990540605
vaccine worry,0.3525019990540605
worry event,0.3525019990540605
sound risky,0.3525019990540605
case world,0.3523797883517977
vaccine rate,0.3523797883517977
high case,0.3523797883517977
world explain,0.3523797883517977
vaccination right,0.3522481527046845
mind want,0.3522481527046845
ve vaccination,0.3522481527046845
nightclub fool,0.3522481527046845
want nightclub,0.3522481527046845
ve change,0.3522481527046845
wonder explain,0.35218255350857275
worship explicitly,0.35218255350857275
explain place,0.35218255350857275
place worship,0.35218255350857275
late mask,0.35218255350857275
mention late,0.35218255350857275
explicitly mention,0.35218255350857275
respect personal,0.3521825535085727
disappoint hate,0.3521825535085727
simultaneously respect,0.3521825535085727
think disappoint,0.3521825535085727
personal decision,0.3521825535085727
hate stupid,0.3521825535085727
decision mandate,0.3521825535085727
covid plane,0.3521628323415217
smoke outside,0.3519335257503432
smoker smoke,0.3519335257503432
catch fat,0.3519335257503432
like smoking,0.3519335257503432
smoking outside,0.3519335257503432
fat smoker,0.3519335257503432
restaurant total,0.351933065667428
want black,0.351933065667428
total civil,0.351933065667428
right leader,0.351933065667428
black restaurant,0.351933065667428
voter like,0.351933065667428
offender amp,0.3518304375366626
card violate,0.3518304375366626
amp carry,0.3518304375366626
city enact,0.35168361662073566
person receive,0.35168361662073566
prohibit city,0.35168361662073566
politician want,0.35145394545138214
minister politician,0.35145394545138214
true politician,0.35145394545138214
police country,0.35145394545138214
politician true,0.35145394545138214
run prime,0.35145394545138214
navigate huge,0.3514299993046696
stage navigate,0.3514299993046696
covid implement,0.3514299993046696
early stage,0.3514299993046696
implement travel,0.3514299993046696
problem happen,0.3514299993046696
home government,0.35103477875161937
enjoy stay,0.35103477875161937
deal enjoy,0.35103477875161937
st happen,0.35073944275978614
country people,0.35073944275978614
happen country,0.35073944275978614
law come,0.35073944275978614
mate law,0.3506601600875484
racecourses mate,0.3506601600875484
law basically,0.3506601600875484
basically proof,0.3506601600875484
happen racecourses,0.3506601600875484
louise help,0.3504783506601374
use fully,0.3504783506601374
thank louise,0.3504783506601374
vaccinate infect,0.3504783506601374
recently travel,0.35031808108422174
vaccine testing,0.35031808108422174
testing quarantine,0.35031808108422174
travel requirement,0.35031808108422174
quarantine vaccine,0.35031808108422174
question recently,0.35031808108422174
happen refuse,0.35014471890609866
away movement,0.35014471890609866
restrict like,0.35014471890609866
history literally,0.3499804961148524
steward know,0.3499804961148524
actually medical,0.3499804961148524
literally qr,0.3499804961148524
code steward,0.3499804961148524
passport harm,0.3499804961148524
tax hike,0.34955901269701306
appear head,0.34955901269701306
impact everyday,0.34955901269701306
everyday life,0.34955901269701306
unfortunately appear,0.34955901269701306
life unfortunately,0.34955901269701306
exuberance passport,0.34955901269701306
party shove,0.34955901269701306
shove passport,0.34955901269701306
nutters party,0.34955901269701306
handling boris,0.34955901269701306
resign turn,0.34955901269701306
interesting background,0.34955901269701306
passport nutters,0.34955901269701306
background covid,0.34955901269701306
passport trump,0.34955901269701306
passport impact,0.34955901269701306
hike covid,0.34955901269701306
general handling,0.34955901269701306
passport general,0.34955901269701306
consider resign,0.34955901269701306
boris consider,0.34955901269701306
trump covid,0.34955901269701306
passport shine,0.34955901269701306
voter senior,0.3493356696362869
dead conservative,0.3493356696362869
conservative voter,0.3493356696362869
nooooooooo dead,0.3493356696362869
deploy anti,0.3490963976728807
police deploy,0.3490963976728807
lockdown anti,0.3490963976728807
anti lockdown,0.3490963976728807
affiliate rbb,0.3490963976728807
report affiliate,0.3490963976728807
protest report,0.3490963976728807
different passport,0.3489030802568981
federal mandate,0.3489030802568981
country different,0.3489030802568981
province messy,0.3489030802568981
movement want,0.3488073448314963
mother support,0.3488073448314963
son die,0.3488073448314963
passport movement,0.3488073448314963
want son,0.3488073448314963
citizen mother,0.3488073448314963
understand professional,0.34861006713641685
choice different,0.3483115999340663
want abroad,0.3483115999340663
lot vaccine,0.3483115999340663
pass lockdown,0.3483115999340663
different want,0.3483115999340663
abroad like,0.3483115999340663
lockdown boil,0.3483115999340663
application province,0.3481336621579033
easy sell,0.3481336621579033
province sign,0.3481336621579033
sign sure,0.3481336621579033
opt covid,0.3481336621579033
ab opt,0.3481336621579033
northern view,0.348091377465431
country prince,0.348091377465431
prince rupert,0.348091377465431
cybersecurity cybersecurity,0.348091377465431
rupert northern,0.348091377465431
want proof,0.34779252882965683
people better,0.34779252882965683
jabbed hold,0.34779252882965683
better fully,0.34779252882965683
plebs proof,0.34779252882965683
proof plebs,0.34779252882965683
freedom fighter,0.3475972160819342
business avoid,0.3475972160819342
refer freedom,0.3475972160819342
avoid refer,0.3475972160819342
access covid,0.3475164367662367
vaxxed negative,0.3475164367662367
right double,0.3475164367662367
flow let,0.3475164367662367
straight air,0.3474485489023376
book straight,0.3474485489023376
air allow,0.3474485489023376
connect flight,0.3474485489023376
vaccination health,0.3474485489023376
recovery drs,0.3474485489023376
flight bordeaux,0.3474485489023376
allow health,0.3474485489023376
consider medical,0.3474485489023376
medical evidence,0.3474485489023376
evidence recovery,0.3474485489023376
note equivalent,0.3474485489023376
bordeaux st,0.3474485489023376
drs note,0.3474485489023376
equivalent vaccination,0.3474485489023376
st book,0.3474485489023376
pub week,0.34737043035337717
help clue,0.34737043035337717
week help,0.34737043035337717
clue vaccine,0.34737043035337717
nightclub pub,0.34737043035337717
fully open,0.34737043035337717
open nightclub,0.34737043035337717
decrease covid,0.34725806387064123
directly responsible,0.34725806387064123
yes good,0.34725806387064123
responsible steep,0.34725806387064123
steep decrease,0.34725806387064123
case yes,0.34725806387064123
passport ummm,0.34687962262687455
record easily,0.34687962262687455
ummm people,0.34687962262687455
accessible vaccine,0.34687962262687455
consequence action,0.3468783732088013
protect month,0.3468783732088013
ve protect,0.3468783732088013
reciprocate suffer,0.3468783732088013
time reciprocate,0.3468783732088013
month time,0.3468783732088013
bass professional,0.3468325798837634
bend knee,0.3468325798837634
shop mandate,0.3468325798837634
professional shop,0.3468325798837634
real quick,0.3468325798837634
knee real,0.3468325798837634
applicable bend,0.3468325798837634
abpoli cdnpoli,0.3467658333351254
signal abpoli,0.3467658333351254
passport counter,0.3467658333351254
counter signal,0.3467658333351254
elxn albertaseperation,0.3467658333351254
stupid think,0.34660090674695243
think like,0.34660090674695243
history stupid,0.34660090674695243
contain entire,0.34660090674695243
entire medical,0.34660090674695243
like kids,0.34660090674695243
passport contain,0.34660090674695243
vaccine fox,0.34596524925855787
course correct,0.34596524925855787
st require,0.34596524925855787
correct vaccinate,0.34596524925855787
alive course,0.34596524925855787
passport alive,0.34596524925855787
fox st,0.34596524925855787
asinine opposition,0.34580150827377504
centre drop,0.34580150827377504
ideology wo,0.34580150827377504
want centre,0.34580150827377504
truly want,0.34580150827377504
drop asinine,0.34580150827377504
time obviously,0.345801508273775
kid wear,0.345801508273775
obviously work,0.345801508273775
barcode work,0.345801508273775
wear face,0.345801508273775
mask time,0.345801508273775
way people,0.3457374545570365
people scared,0.3457374545570365
scared ask,0.3457374545570365
person ask,0.3457374545570365
rock think,0.3457374545570365
absolutely rock,0.3457374545570365
agenda natural,0.3455189019801891
disregard vaccine,0.3455189019801891
weird follow,0.3455189019801891
science suit,0.3455189019801891
completely disregard,0.3455189019801891
immunity completely,0.3455189019801891
suit agenda,0.3455189019801891
income minority,0.34548554884751553
disproportionately affect,0.34548554884751553
minority member,0.34548554884751553
low income,0.34548554884751553
member community,0.34548554884751553
affect low,0.34548554884751553
know disproportionately,0.34548554884751553
chug vaccine,0.3451459424354309
ranger fan,0.3451459424354309
fuck passport,0.3451459424354309
celtic ranger,0.3451459424354309
fan chug,0.3451459424354309
ander hoor,0.3445179899792797
hoor approach,0.3445179899792797
time difference,0.34445357260865017
people upset,0.34445357260865017
upset time,0.34445357260865017
admission expiration,0.34445357260865017
date thing,0.34445357260865017
check admission,0.34445357260865017
passport congregate,0.3443154022820929
want protest,0.3443154022820929
confine location,0.3443154022820929
individual confine,0.3443154022820929
group unvaccinated,0.3443154022820929
large group,0.3443154022820929
congregate large,0.3443154022820929
roll kind,0.344292130968914
basic info,0.344292130968914
ve able,0.344292130968914
provide basic,0.344292130968914
able status,0.344292130968914
website provide,0.344292130968914
status website,0.344292130968914
virus protect,0.34428159550415977
jabbed explain,0.34428159550415977
protect jabbed,0.34428159550415977
simple feed,0.34414591249681037
turn round,0.34414591249681037
amp leave,0.34414591249681037
leave simple,0.34414591249681037
round amp,0.34414591249681037
require turn,0.34414591249681037
feed beast,0.34414591249681037
privilege buying,0.3440380983284702
concert privilege,0.3440380983284702
necessity require,0.3440380983284702
buying grocery,0.3440380983284702
grocery necessity,0.3440380983284702
restaurant privilege,0.3440380983284702
privilege concert,0.3440380983284702
hmm restaurant,0.3440380983284702
want deal,0.34397595140313125
agree yes,0.34397595140313125
deal come,0.34397595140313125
yes vaccinate,0.34397595140313125
adult want,0.34397595140313125
passport deal,0.34397595140313125
come adult,0.34397595140313125
normal breeze,0.34388648011744183
purse wallet,0.34388648011744183
file purse,0.34388648011744183
wallet new,0.34388648011744183
hold file,0.34388648011744183
passport integration,0.34388648011744183
integration hold,0.34388648011744183
vaccine track,0.3438146972036184
merely allow,0.3438146972036184
microchip harm,0.3438146972036184
track microchip,0.3438146972036184
harm merely,0.3438146972036184
application danish,0.3438140866996048
digital sector,0.3438140866996048
sector contract,0.3438140866996048
people recognize,0.3438140866996048
push secure,0.3438140866996048
danish company,0.3438140866996048
company fail,0.3438140866996048
nice ignore,0.3438140866996048
resist novaccinepassportanywhere,0.3438140866996048
recognize push,0.3438140866996048
digital prison,0.3438140866996048
passport resist,0.3438140866996048
ignore digital,0.3438140866996048
prison know,0.3438140866996048
loud vaxxer,0.3437795063658263
conspiracy microchip,0.3437795063658263
vaxxer laugh,0.3437795063658263
laugh anti,0.3437795063658263
vax conspiracy,0.3437795063658263
bet wrong,0.34375616383642954
lose customer,0.34375616383642954
wrong voteppc,0.34375616383642954
voteppc novaccinepassportanywhere,0.34375616383642954
business use,0.34375616383642954
customer bet,0.34375616383642954
think business,0.34375616383642954
minority group,0.3436855193097795
distrust public,0.3436855193097795
group historical,0.3436855193097795
public institution,0.3436855193097795
intensify vaccine,0.3436855193097795
historical distrust,0.3436855193097795
institution intensify,0.3436855193097795
known minority,0.3436855193097795
mayor mirror,0.3436657541341311
mirror argument,0.3436657541341311
indicate cst,0.3436657541341311
restaurant nightclub,0.3436657541341311
cst require,0.3436657541341311
argument indicate,0.3436657541341311
economy flourish,0.3435189436283029
event games,0.3435189436283029
games bet,0.3435189436283029
event bar,0.3435189436283029
bet economy,0.3435189436283029
pass iqd,0.34331755531973723
obtain pass,0.34331755531973723
jabbed resident,0.34331755531973723
approximately accord,0.34331755531973723
accord kato,0.34331755531973723
region obtain,0.34331755531973723
iqd approximately,0.34331755531973723
resident region,0.34331755531973723
nhs cymru,0.34328163485202223
properly bother,0.34328163485202223
bullshit wait,0.34328163485202223
thing working,0.34328163485202223
working properly,0.34328163485202223
cymru version,0.34328163485202223
bother bullshit,0.34328163485202223
wait nhs,0.34328163485202223
understand correctly,0.34313844645038566
apply essential,0.34313844645038566
correctly vaccine,0.34313844645038566
passport apply,0.34313844645038566
business essential,0.34313844645038566
actual truth,0.3430207713595152
truth abpoli,0.3430207713595152
regardless actual,0.3430207713595152
passport conservative,0.3430207713595152
politic people,0.3430207713595152
conservative politic,0.3430207713595152
hear regardless,0.3430207713595152
hi variant,0.3429110762026691
covid exactly,0.3429110762026691
vaccinated vulnerable,0.3429110762026691
come vaccinated,0.3429110762026691
variant come,0.3429110762026691
vulnerable catch,0.3429110762026691
forge fake,0.3427870878510506
avoid garbage,0.3427870878510506
vaccination document,0.3427870878510506
ve forge,0.3427870878510506
fake vaccination,0.3427870878510506
like avoid,0.3427870878510506
document damn,0.3427870878510506
support provincial,0.34278366244901237
poll respondent,0.34278366244901237
respondent strongly,0.34278366244901237
new online,0.34278366244901237
strongly support,0.34278366244901237
lot illiberal,0.3427464200265839
nonsense bluff,0.3427464200265839
hang think,0.3427464200265839
covid hang,0.3427464200265839
old jab,0.3427464200265839
illiberal vaccine,0.3427464200265839
economy lose,0.34259176292695315
passport alberta,0.34259176292695315
covid ab,0.34259176292695315
alberta economy,0.34259176292695315
instant messanger,0.34255263812044007
province develop,0.34255263812044007
print record,0.34255263812044007
passport instant,0.34255263812044007
break government,0.34255263812044007
promise fund,0.34255263812044007
messanger ontario,0.34255263812044007
trap timewarp,0.34255263812044007
government print,0.34255263812044007
vaccination equivalent,0.34255263812044007
dictate unconstitutional,0.34210643360087784
official dictate,0.34210643360087784
unelected public,0.34210643360087784
health official,0.34210643360087784
unconstitutional mandate,0.34210643360087784
transmission unelected,0.34210643360087784
depends reason,0.3420694992669741
health reason,0.3420694992669741
need health,0.3420694992669741
reason booster,0.3420694992669741
pass activate,0.3420694992669741
government need,0.3420694992669741
choice supposedly,0.34205392223772363
country wonder,0.34205392223772363
supposedly free,0.34205392223772363
wonder introduce,0.34205392223772363
free country,0.34205392223772363
happen okay,0.3419762504539141
checkpoint cph,0.3419762504539141
bureaucracy wild,0.3419762504539141
stop nerve,0.3419762504539141
nerve checkpoint,0.3419762504539141
cph bureaucracy,0.3419762504539141
okay covid,0.3419762504539141
vaccination testing,0.341964731467811
strict vaccine,0.341964731467811
news strict,0.341964731467811
new vaccination,0.341964731467811
unveil new,0.341964731467811
president news,0.341964731467811
policy unveil,0.341964731467811
lead election,0.3419647314678109
support criminal,0.3419647314678109
criminal vaccine,0.3419647314678109
difference support,0.3419647314678109
tell difference,0.3419647314678109
lockdown lover,0.3419647314678109
fascist lead,0.3419647314678109
wonder self,0.3418769236528087
province supposedly,0.3418769236528087
supposedly vaccine,0.3418769236528087
tea province,0.3418769236528087
quick search,0.3416059337531546
pass pcr,0.3416059337531546
include proof,0.3416059337531546
know hse,0.3416059337531546
hse include,0.3416059337531546
search health,0.3416059337531546
symptom explain,0.34158397288847486
explain point,0.34158397288847486
jabbed know,0.34158397288847486
know catch,0.34158397288847486
possibly symptom,0.34158397288847486
virus possibly,0.34158397288847486
big box,0.3412765264249199
business feel,0.3412765264249199
box store,0.3412765264249199
pass shame,0.3412765264249199
know pass,0.3412765264249199
end big,0.3412765264249199
shame end,0.3412765264249199
little normal,0.3411206970405778
normal world,0.3411206970405778
like little,0.3411206970405778
passport depression,0.3411206970405778
depression big,0.3411206970405778
thing feel,0.3411206970405778
record qr,0.3410933852963473
person know,0.3410933852963473
digital record,0.3410933852963473
staff fear,0.3409417603235795
fear risk,0.3409417603235795
risk catch,0.3409417603235795
need oxygen,0.3409417603235795
catch end,0.3409417603235795
oxygen high,0.3409417603235795
cbc news,0.3407977081530653
hospital cbc,0.3407977081530653
premise sense,0.34079141901497756
sense everyday,0.34079141901497756
everyday fully,0.34079141901497756
theater sport,0.3407805780428817
essential setting,0.3407805780428817
ban non,0.3407805780428817
unvaccinated ban,0.3407805780428817
setting like,0.3407805780428817
thing major,0.3407695444704233
situation dictate,0.3407695444704233
fiasco situation,0.3407695444704233
dictate freedom,0.3407695444704233
vaccinate cause,0.3407695444704233
major fiasco,0.3407695444704233
property help,0.3406644940079874
assume vaccine,0.3406644940079874
opportunity buy,0.3406644940079874
help assume,0.3406644940079874
buy property,0.3406644940079874
imagine opportunity,0.3406644940079874
die imagine,0.3406644940079874
think idea,0.3406644940079874
medium vaccine,0.3405254502835918
promote media,0.3405254502835918
oh promote,0.3405254502835918
sense want,0.3405254502835918
people common,0.3405254502835918
want medium,0.3405254502835918
media vaccine,0.3405254502835918
initiative think,0.3403674532463531
excellent initiative,0.3403674532463531
moron ready,0.3403674532463531
ready know,0.3403674532463531
think replace,0.3403674532463531
record excellent,0.3403674532463531
yes business,0.3402695986499062
like plague,0.3402695986499062
columbian child,0.3402695986499062
avoid like,0.3402695986499062
plague columbian,0.3402695986499062
sign avoid,0.3402695986499062
defy passport,0.3402695986499062
country qr,0.34012048490078983
security issue,0.34012048490078983
big security,0.34012048490078983
code target,0.34012048490078983
target big,0.34012048490078983
mp jabbed,0.34011328465366264
protect control,0.34011328465366264
unjabbed catch,0.34011328465366264
agree write,0.34011328465366264
write mp,0.34011328465366264
jabbed unjabbed,0.34011328465366264
reason table,0.34010330648549075
consider thankfully,0.34010330648549075
ontario flatly,0.34010330648549075
favorable voter,0.34010330648549075
table vaccine,0.34010330648549075
flatly deny,0.34010330648549075
deny consider,0.34010330648549075
thankfully favorable,0.34010330648549075
hard understand,0.34004536465694063
understand jab,0.34004536465694063
instead blangiardi,0.34003599052275646
mayor instead,0.34003599052275646
government catch,0.3400169244175555
vaxed virus,0.3400169244175555
passport inform,0.3400169244175555
inform government,0.3400169244175555
double vaxed,0.3400169244175555
hot tip,0.33988902283463357
province drop,0.33988902283463357
entry voting,0.33988902283463357
tip th,0.33988902283463357
voting province,0.33988902283463357
drop bombshell,0.33988902283463357
bombshell minute,0.33988902283463357
admonish refuse,0.3398047769381302
protest province,0.3398047769381302
minister admonish,0.3398047769381302
covid stage,0.3398047769381302
amp development,0.3394262565742174
programme amp,0.3394262565742174
development plan,0.3394262565742174
plan difference,0.3394262565742174
amp conference,0.3394262565742174
ve stimulus,0.3394262565742174
conference amp,0.3394262565742174
stimulus programme,0.3394262565742174
yes unvaccinated,0.3392729468787543
unvaccinated spread,0.3392729468787543
nearly vaccine,0.3392729468787543
ironic shot,0.3392729468787543
school hepatitis,0.3392729468787543
unvaccinated sit,0.3392729468787543
swipe vaccine,0.3392729468787543
sick unvaccinated,0.3392729468787543
duck unfortunately,0.3392729468787543
hepatitis measle,0.3392729468787543
measle like,0.3392729468787543
like nearly,0.3392729468787543
shot elementary,0.3392729468787543
sit duck,0.3392729468787543
immunity require,0.33915921899752566
coerce vaccine,0.33915921899752566
people coerce,0.33915921899752566
vaccine health,0.33915921899752566
shut follow,0.3390396003287203
start fine,0.3390396003287203
business start,0.3390396003287203
rule bad,0.3390396003287203
fine shut,0.3390396003287203
certificate ummm,0.33902853288258533
ummm report,0.33902853288258533
forgery vaccine,0.33902853288258533
report issue,0.33902853288258533
threat risk,0.33902853288258533
privacy threat,0.33902853288258533
report privacy,0.33902853288258533
risk forgery,0.33902853288258533
reserve need,0.3388409854435844
smoke hole,0.3388409854435844
applicable smoke,0.3388409854435844
hole prior,0.3388409854435844
need total,0.3388409854435844
prior reserve,0.3388409854435844
think applicable,0.3388409854435844
conveniently download,0.33876927783401056
application normalise,0.33876927783401056
passport er,0.33876927783401056
normalise umgette,0.33876927783401056
umgette use,0.33876927783401056
er nhs,0.33876927783401056
mandatevaccine canadavote,0.3385318506992611
trudeaumustgonow mandatevaccine,0.3385318506992611
novaccinepassport trudeaumustgonow,0.3385318506992611
implementation hospital,0.3385318506992611
dollar implementation,0.3385318506992611
hospital create,0.3385318506992611
create novaccinepassport,0.3385318506992611
pointlessness vaccine,0.33806110847556925
fierce tory,0.33806110847556925
happen point,0.33806110847556925
encouraging happen,0.33806110847556925
point pointlessness,0.33806110847556925
tory backlash,0.33806110847556925
ditch fierce,0.33806110847556925
nightclub ditch,0.33806110847556925
live normal,0.33791385783818695
brewer respond,0.3375687324437288
respond covid,0.3375687324437288
society independent,0.3375687324437288
scheme independent,0.3375687324437288
want face,0.33734192934211976
face laugh,0.33734192934211976
question enforce,0.33734192934211976
law police,0.33734192934211976
big question,0.33734192934211976
police wo,0.33734192934211976
loud big,0.33734192934211976
story problem,0.3372359669846858
policy failure,0.3372359669846858
failure accommodate,0.3372359669846858
accommodate people,0.3372359669846858
quote story,0.3372359669846858
sanitaire impress,0.3369656162363649
attempt application,0.3369656162363649
touscovid application,0.3369656162363649
application attempt,0.3369656162363649
recognise touscovid,0.3369656162363649
application pass,0.3369656162363649
code recognise,0.3369656162363649
impress government,0.3369656162363649
know talk,0.3367256296122034
hitler know,0.3367256296122034
drive vaccine,0.3367256296122034
senator compare,0.3367256296122034
passport hitler,0.3367256296122034
money stupid,0.3367256296122034
free havw,0.3367256296122034
soon mean,0.3367256296122034
fuckin idea,0.3367256296122034
capacity money,0.3367256296122034
talk free,0.3367256296122034
mean theatre,0.3367256296122034
havw opinion,0.3367256296122034
opinion careful,0.3367256296122034
stupid fuckin,0.3367256296122034
theatre capacity,0.3367256296122034
people global,0.3367043107318844
hoax pandemic,0.3367043107318844
global tracking,0.3367043107318844
invent hoax,0.3367043107318844
reason invent,0.3367043107318844
database know,0.3367043107318844
tracking database,0.3367043107318844
come week,0.33659147009069273
work boycott,0.33659147009069273
establishment ask,0.33659147009069273
restaurant establishment,0.33659147009069273
thing wild,0.33659147009069273
wild come,0.33659147009069273
mallacoota present,0.3363862213090471
north west,0.3363862213090471
week later,0.3363862213090471
virus nap,0.3363862213090471
right kiss,0.3363862213090471
west mallacoota,0.3363862213090471
turn week,0.3363862213090471
kiss north,0.3363862213090471
later politicize,0.3363862213090471
problem wrong,0.3363862213090471
wrong divisive,0.3363862213090471
politicize vaccine,0.3363862213090471
nap right,0.3363862213090471
divisive politic,0.3363862213090471
veran tic,0.3362917595333092
passsanitaire veran,0.3362917595333092
aout passsanitaire,0.3362917595333092
tac tic,0.3362917595333092
big capitalism,0.336291113649581
dare enjoy,0.336291113649581
aslong big,0.336291113649581
enjoy weekend,0.336291113649581
work aslong,0.336291113649581
overflow dare,0.336291113649581
capitalism overflow,0.336291113649581
funny need,0.336291113649581
restaurant refuse,0.33600510260810623
novaccinemandate nomeansno,0.33600510260810623
crack newz,0.33600510260810623
nomeansno restaurant,0.33600510260810623
police crack,0.33600510260810623
vaccination police,0.33600510260810623
display certificate,0.3359617918874965
nightclub sport,0.3359617918874965
staff nightclub,0.3359617918874965
vaccine display,0.3359617918874965
legislation staff,0.3359617918874965
interesting conversation,0.33596071541630784
flee vaccine,0.33596071541630784
convinced turn,0.33596071541630784
communist flee,0.33596071541630784
conversation ex,0.33596071541630784
ex convinced,0.33596071541630784
turn communist,0.33596071541630784
follow scan,0.3358153756008108
friend country,0.3358153756008108
country visit,0.3358153756008108
accomplish gastroenteritis,0.3358153756008108
accord text,0.3358153756008108
football nightclub,0.3358153756008108
visit come,0.3358153756008108
investigation research,0.3358153756008108
entrust develop,0.3358153756008108
dine bathroom,0.3358153756008108
research pick,0.3358153756008108
bnp paribas,0.3358153756008108
gathering football,0.3358153756008108
text report,0.3358153756008108
word question,0.3358153756008108
gastroenteritis dine,0.3358153756008108
try accomplish,0.3358153756008108
report publish,0.3358153756008108
bathroom twitter,0.3358153756008108
twitter swiping,0.3358153756008108
grow accord,0.3358153756008108
pick word,0.3358153756008108
swiping follow,0.3358153756008108
company entrust,0.3358153756008108
publish atelier,0.3358153756008108
deal company,0.3358153756008108
come large,0.3358153756008108
passport grow,0.3358153756008108
question deal,0.3358153756008108
happen friend,0.3358153756008108
nightclub vaccine,0.3358153756008108
atelier bnp,0.3358153756008108
pass shine,0.3356961290397913
shine trust,0.3356961290397913
sun use,0.3356961290397913
let tax,0.3356961290397913
trust science,0.3356961290397913
science liberalmajority,0.3356961290397913
liberalmajority liberalpurge,0.3356961290397913
tax sun,0.3356961290397913
certification commonly,0.3355987401494906
province thisisourshot,0.3355987401494906
base disability,0.3350852298622679
court vaccinepassport,0.3350852298622679
illegal hold,0.3350852298622679
disability religion,0.3350852298622679
humanright disabilityright,0.3350852298622679
discrimination base,0.3350852298622679
hold court,0.3350852298622679
religion illegal,0.3350852298622679
member society,0.3346139478212004
mention use,0.3346139478212004
hope self,0.3346139478212004
passport drive,0.3346139478212004
loophole abuse,0.3346139478212004
disclosure mention,0.3346139478212004
use forthcoming,0.3346139478212004
drive vehicle,0.3346139478212004
abuse unvaccinated,0.3346139478212004
vehicle licence,0.3346139478212004
forthcoming vaccine,0.3346139478212004
passport loophole,0.3346139478212004
fly overseas,0.3346139478212004
licence active,0.3346139478212004
overseas passport,0.3346139478212004
active member,0.3346139478212004
federal come,0.33461394782120035
foolish time,0.33461394782120035
like federale,0.33461394782120035
furore feel,0.33461394782120035
section society,0.33461394782120035
course like,0.33461394782120035
society useful,0.33461394782120035
stop gap,0.33461394782120035
pretty foolish,0.33461394782120035
negotiation place,0.33461394782120035
intend stop,0.33461394782120035
passport affect,0.33461394782120035
useful rope,0.33461394782120035
passport furore,0.33461394782120035
gap think,0.33461394782120035
think federal,0.33461394782120035
affect travel,0.33461394782120035
arse negotiation,0.33461394782120035
discussion possibility,0.33461394782120035
tough situation,0.33461394782120035
place discussion,0.33461394782120035
come course,0.33461394782120035
situation arse,0.33461394782120035
rope vaccine,0.33461394782120035
applicable insilico,0.33459302749240694
win deal,0.33459302749240694
tribe win,0.33459302749240694
brother probably,0.33459302749240694
probably applicable,0.33459302749240694
insilico tribe,0.33459302749240694
deal covid,0.33459302749240694
passport opposition,0.33455684769260563
way slow,0.33455684769260563
slow stop,0.33455684769260563
loon way,0.33455684769260563
need repeat,0.3343289682903513
want trash,0.3343289682903513
nuremburg trial,0.3343289682903513
people excited,0.3343289682903513
trial need,0.3343289682903513
trash nuremburg,0.3343289682903513
printout vaccine,0.3342877574601414
hate sound,0.3342877574601414
like defend,0.3342877574601414
govt sure,0.3342877574601414
passport printout,0.3342877574601414
defend govt,0.3342877574601414
summit glasgow,0.33376486699063246
st think,0.33376486699063246
glasgow place,0.33376486699063246
elite need,0.33376486699063246
passport climate,0.33376486699063246
climate summit,0.33376486699063246
place st,0.33376486699063246
think budge,0.3334046251071544
ve vac,0.3334046251071544
agree ve,0.3334046251071544
refuse download,0.3334046251071544
canadiens game,0.3334046251071544
insist entry,0.3334046251071544
nhl canadiens,0.3334046251071544
fan nhl,0.3334046251071544
game insist,0.3334046251071544
shot refuse,0.3334046251071544
want fan,0.3334046251071544
vac shot,0.3334046251071544
family think,0.3334046251071544
man gohabsgo,0.3334046251071544
parasite like,0.3333333333333333
like premier,0.3333333333333333
use anal,0.3333333333333333
run clutcher,0.3333333333333333
article fact,0.3333333333333333
premier mayor,0.3333333333333333
mayor true,0.3333333333333333
thing interesting,0.3333333333333333
allegedly serve,0.3333333333333333
avoid handy,0.3333333333333333
elect parasite,0.3333333333333333
perfect know,0.3333333333333333
testing order,0.3333333333333333
passport manitoba,0.3333333333333333
appear article,0.3333333333333333
pretty unanimous,0.3333333333333333
quebec run,0.3333333333333333
discriminate shove,0.3333333333333333
fact pretty,0.3333333333333333
order discriminate,0.3333333333333333
subject testing,0.3333333333333333
life control,0.3333333333333333
like yellow,0.3333333333333333
swab use,0.3333333333333333
helicopter parent,0.3333333333333333
clutcher play,0.3333333333333333
true attitude,0.3333333333333333
huh interesting,0.3333333333333333
handy place,0.3333333333333333
parent life,0.3333333333333333
attitude citizen,0.3333333333333333
nasal swab,0.3333333333333333
impossibility thing,0.3333333333333333
anal swab,0.3333333333333333
unanimous impossibility,0.3333333333333333
yellow page,0.3333333333333333
play helicopter,0.3333333333333333
page asshole,0.3333333333333333
citizen allegedly,0.3333333333333333
interesting appear,0.3333333333333333
place covidiot,0.3333333333333333
shove nasal,0.3333333333333333
know avoid,0.3333333333333333
manitoba quebec,0.3333333333333333
asshole perfect,0.3333333333333333
desperate need,0.3333021669377037
idea mention,0.3333021669377037
silly idea,0.3333021669377037
handy desperate,0.3333021669377037
probably silly,0.3333021669377037
